identifiant_a,libelle_du_site,caracteristique_du_site,site_acores_de_rattachement,adresse,complement_d_adresse,lieu_dit,code_postal,localite,code_insee,pays,latitude,longitude,numero_de_telephone
05764A,BEGADAN AP,Agence postale communale,05873A,1 RUE DU 8 MAI,,,33340,BEGADAN,33038,FRANCE,45.355899,-0.89406,3631
05765A,BEGLES,Bureau de Poste,,115 AVENUE LUCIEN LEROUSSEAU,,,33130,BEGLES,33039,FRANCE,44.807699,-0.560383,3631
05767A,BELIN BELIET BP,Bureau de Poste,,1 PLACE DE L EGLISE,,,33830,BELIN BELIET,33042,FRANCE,44.493045,-0.789009,3631
05768A,BERNOS BEAULAC AP,Agence postale communale,05864A,49 PLACE DE LA MAIRIE,,,33430,BERNOS BEAULAC,33046,FRANCE,44.379782001102,-0.258779000175,3631
05769A,BERSON AP,Agence postale communale,05774A,1 AVENUE DE LA LIBERATION,,,33390,BERSON,33047,FRANCE,45.108452,-0.586344,3631
05770A,MERIGNAC CAPEYRON,Bureau de Poste,,58 AVENUE DU BEDAT,,,33700,MERIGNAC,33281,FRANCE,44.85129,-0.645705,3631
05771A,BIGANOS BP,Bureau de Poste,,1 RUE JULES FERRY,,,33380,BIGANOS,33051,FRANCE,44.641294,-0.974765,3631
05772A,BLANQUEFORT,Bureau de Poste,,5 RUE ALPHONSE DE LAMARTINE,,,33290,BLANQUEFORT,33056,FRANCE,44.910997,-0.631029,3631
05773A,BLASIMON AP,Agence postale communale,05815A,15 PLACE DE LA REPUBLIQUE,MAIRIE DE BLASIMON,,33540,BLASIMON,33057,FRANCE,44.748874059,-0.075217291,3631
05774A,BLAYE,Bureau de Poste,,1 PLACE DE LA VICTOIRE,,,33390,BLAYE,33058,FRANCE,45.127393,-0.661857,3631
05775A,BORDEAUX COEUR DE VILLE,Bureau de Poste,,37 RUE DU CHATEAU D EAU,,,33000,BORDEAUX,33063,FRANCE,44.839896,-0.583303,3631
05776A,BORDEAUX GAMBETTA BP,Bureau de Poste,,43 PLACE GAMBETTA,,,33000,BORDEAUX,33063,FRANCE,44.841694,-0.580527,3631
05777A,BOULIAC BP,Bureau de Poste,,8 PLACE CAMILLE HOSTEIN,,,33270,BOULIAC,33065,FRANCE,44.814294,-0.50366,3631
05778A,BOURG BP,Bureau de Poste,,1 PLACE DE L EGLISE,,,33710,BOURG SUR GIRONDE,33067,FRANCE,45.039296,-0.559849,3631
05779A,LE BOUSCAT,Bureau de Poste,,11 RUE EMILE ZOLA,,,33110,LE BOUSCAT,33069,FRANCE,44.864859,-0.599726,3631
05780A,BRANNE BP,Bureau de Poste,,8 RUE DU FORT BAYARD,,,33420,BRANNE,33071,FRANCE,44.828862,-0.18512,3631
05781A,BRAUD ET SAINT LOUIS BP,Bureau de Poste,,37 LIEU DIT LE BOURG,,,33820,BRAUD ET ST LOUIS,33073,FRANCE,45.247981,-0.626102,3631
05782A,BRUGES BP,Bureau de Poste,,4 RUE THEODORE BELLEMER,,,33520,BRUGES,33075,FRANCE,44.881495,-0.613446,3631
05783A,CABANAC ET VILLAGRAINS RP,Relais poste,05857A,4 ROUTE DES GRAVES,,,33650,CABANAC ET VILLAGRAINS,33077,FRANCE,44.6048,-0.5562,3631
05786A,CADILLAC BP,Bureau de Poste,,48 RUE CAZEAUX CAZALET,,,33410,CADILLAC,33081,FRANCE,44.636243,-0.31944,3631
05788A,CAMARSAC AP,Agence postale communale,05875A,12 ROUTE DE BERGERAC,MAIRIE,,33750,CAMARSAC,33083,FRANCE,44.832622,-0.363995,3631
05790A,CAMBLANES ET MEYNAC BP,Bureau de Poste,,4 PLACE DU GENERAL DE GAULLE,,,33360,CAMBLANES ET MEYNAC,33085,FRANCE,44.765099,-0.487898,3631
05791A,CAMIRAN AP,Agence postale communale,05864A,962 ROUTE JEAN DESCAS,,,33190,CAMIRAN,33087,FRANCE,44.62661000237,-0.067109993813,3631
05792A,CANEJAN BP,Bureau de Poste,,7 CHEMIN DE BARBICADGE,,,33610,CANEJAN,33090,FRANCE,44.763392,-0.654345,3631
05793A,CAPTIEUX BP,Bureau de Poste,,3 PLACE DU 8 MAI 1945,,,33840,CAPTIEUX,33095,FRANCE,44.291647,-0.261358,3631
05794A,CARBON BLANC BP,Bureau de Poste,,8 RUE JEAN RAYMOND GUYON,,,33560,CARBON BLANC,33096,FRANCE,44.895661,-0.502254,3631
05795A,CARCANS BP,Bureau de Poste,,14 ROUTE DE BORDEAUX,,,33121,CARCANS,33097,FRANCE,45.078533,-1.043279,3631
05798A,CARS AP,Agence postale communale,05774A,3 LE BOURG,,,33390,CARS,33100,FRANCE,45.129207,-0.620447,3631
05799A,CARTELEGUE LOUBINEAU MARCIANO RP,Relais poste,05774A,1 PLACE HENRI RENAUD,SNC LOUBINEAU MARCIANO,,33390,CARTELEGUE,33101,FRANCE,45.184840421,-0.580126709,3631
05801A,CASTELNAU DE MEDOC,Bureau de Poste,,11 RUE DU CHATEAU,,,33480,CASTELNAU DE MEDOC,33104,FRANCE,45.027395,-0.80021,3631
05802A,CASTETS EN DORTHE AP,Agence postale communale,05864A,650 ROUTE JEAN BAPTISTE DE BAUDRE,,CASTETS EN DORTHE,33210,CASTETS ET CASTILLON,33106,FRANCE,44.5621,-0.1557,3631
05803A,CASTILLON LA BATAILLE BP,Bureau de Poste,,33 RUE WALDECK ROUSSEAU,,,33350,CASTILLON LA BATAILLE,33108,FRANCE,44.853383,-0.046964,3631
05805A,CAUDROT BP,Bureau de Poste,,44 ROUTE NATIONALE,,,33490,CAUDROT,33111,FRANCE,44.577087,-0.145412,3631
05806A,CAVIGNAC BP,Bureau de Poste,,93 AVENUE DE PARIS,,,33620,CAVIGNAC,33114,FRANCE,45.099966,-0.389719,3631
05808A,CENON PRINCIPAL,Bureau de Poste,,AVENUE ROGER SCHWOB,,,33150,CENON,33119,FRANCE,44.855091,-0.518033,3631
05810A,CESTAS GAZINET BP,Bureau de Poste,,PLACE DE LA REPUBLIQUE,,GAZINET,33610,CESTAS,33122,FRANCE,44.771693,-0.702312,3631
05811A,CEZAC AP,Agence postale communale,05774A,54 rue GERMAINE LEGLU,MAIRIE DE CEZAC,,33620,CEZAC,33123,FRANCE,45.091218,-0.419914,3631
05812A,CISSAC MEDOC AP,Agence postale communale,05801A,7 RUE DU COMMERCE,,,33250,CISSAC MEDOC,33125,FRANCE,45.227692,-0.832055,3631
05813A,CIVRAC EN MEDOC AP,Agence postale communale,05873A,AU BOURG,,,33340,CIVRAC EN MEDOC,33128,FRANCE,45.338892,-0.898698,3631
05814A,COIRAC AP,Agence postale communale,05816A,18 LE BOURG,,,33540,COIRAC,33131,FRANCE,44.691097,-0.168678,3631
05815A,COUTRAS LES TROIS VALLEES,Bureau de Poste,,1 SQUARE DU DOCTEUR BERGER,,,33230,COUTRAS,33138,FRANCE,45.040754,-0.129493,3631
05816A,CREON,Bureau de Poste,,26 RUE CHARLES DOPTER,,,33670,CREON,33140,FRANCE,44.775066,-0.349783,3631
05817A,CUBZAC LES PONTS AP,Agence postale communale,05951A,20 AVENUE DE PARIS,,,33240,CUBZAC LES PONTS,33143,FRANCE,44.970854,-0.4536,3631
05818A,CUDOS AP,Agence postale communale,05864A,7 LE BOURG OUEST,,,33430,CUDOS,33144,FRANCE,44.388396,-0.219583,3631
05819A,CUSSAC FORT MEDOC AP,Agence postale communale,05801A,11 PLACE DU GENERAL DE GAULLE,MAIRIE,,33460,CUSSAC FORT MEDOC,33146,FRANCE,45.111997,-0.730454,3631
05820A,DIEULIVOL AP,Agence postale communale,08749A,LE BOURG,,,33580,DIEULIVOL,33150,FRANCE,44.673799,0.110047,3631
05821A,DONNEZAC AP,Agence postale communale,05774A,1 LE BOURG,,,33860,DONNEZAC,33151,FRANCE,45.246699,-0.444648,3631
05822A,LES EGLISOTTES ET CHALAURES BP,Bureau de Poste,,31 BIS AVENUE VICTOR HUGO,,,33230,LES EGLISOTTES ET CHALAURES,33154,FRANCE,45.097417,-0.040404,3631
05823A,ESPIET AP,Agence postale communale,05875A,1 RUE RIBEYREAU,,,33420,ESPIET,33157,FRANCE,44.801192,-0.262985,3631
05825A,EYNESSE AP,Agence postale communale,05815A,10 ROUTE DU CANTON,,,33220,EYNESSE,33160,FRANCE,44.825396,0.152144,3631
05826A,EYRANS AP,Agence postale communale,05774A,123 ROUTE DE LA CITADELLE,,,33390,EYRANS,33161,FRANCE,45.189292,-0.617485,3631
05827A,EYSINES BP,Bureau de Poste,,14 RUE DU CAPITAINE GUIRAUD,,,33320,EYSINES,33162,FRANCE,44.884697,-0.650041,3631
05830A,FLOIRAC,Bureau de Poste,,7 AV DU PDT FRANCOIS MITTERRAND,,,33270,FLOIRAC,33167,FRANCE,44.830299,-0.526898,3631
05832A,FRANCS AP,Agence postale communale,05875A,407 RUE DES FRANCS,,,33570,FRANCS,33173,FRANCE,44.946296,-0.006912,3631
05834A,FRONTENAC AP,Agence postale communale,05815A,1 PLACE DU 19 MARS 1962,,,33760,FRONTENAC,33175,FRANCE,44.737790501,-0.163060237,3631
05835A,GAILLAN EN MEDOC AP,Agence postale communale,05873A,1 PLACE RENE CASSIN,,,33340,GAILLAN EN MEDOC,33177,FRANCE,45.321337,-0.95573,3631
05836A,GALGON BP,Bureau de Poste,,7 PLACE DU MARCHE,,,33133,GALGON,33179,FRANCE,44.992192,-0.272439,3631
05837A,GAURIAC BP,Bureau de Poste,,1 PLACE DE LA MEDOQUI,,,33710,GAURIAC,33182,FRANCE,45.063991,-0.617681,3631
05838A,GAURIAGUET AP,Agence postale communale,05951A,6 RUE DE LA MAIRIE,,,33240,GAURIAGUET,33183,FRANCE,45.054998,-0.401409,3631
05840A,GENISSAC BURALISTE LPR RP,Relais poste,05815A,146 ROUTE DE SAINT QUENTIN,,,33420,GENISSAC,33185,FRANCE,44.858205,-0.257895,3631
05842A,GIRONDE SUR DROPT BP,Bureau de Poste,,53 ROUTE NATIONALE,,,33190,GIRONDE SUR DROPT,33187,FRANCE,44.583955,-0.09047,3631
05843A,GORNAC AP,Agence postale communale,05816A,1 PLACE DE LA MAIRIE,,,33540,GORNAC,33189,FRANCE,44.663297,-0.181456,3631
05844A,GRADIGNAN,Bureau de Poste,,1 ROUTE DE LEOGNAN,,,33170,GRADIGNAN,33192,FRANCE,44.772395,-0.613848,3631
05846A,GRIGNOLS BP,Bureau de Poste,,2 ALLEE SAINT MICHEL,,,33690,GRIGNOLS,33195,FRANCE,44.388222,-0.043231,3631
05848A,GUJAN MESTRAS,Bureau de Poste,,11 ALLEE RENE FOURGS,,,33470,GUJAN MESTRAS,33199,FRANCE,44.635193,-1.06964,3631
05849A,LE HAILLAN BP,Bureau de Poste,,PLACE FRANCOIS MITTERRAND,,,33185,LE HAILLAN,33200,FRANCE,44.872874,-0.677314,3631
05850A,HAUX AP,Agence postale communale,05816A,1 ROUTE DEPARTEMENTALE 239,,,33550,HAUX,33201,FRANCE,44.733407862,-0.360298431,3631
05851A,HOSTENS BP,Bureau de Poste,,8 ROUTE DE BORDEAUX,,,33125,HOSTENS,33202,FRANCE,44.493442,-0.639444,3631
05852A,HOURTIN BP,Bureau de Poste,,25 PLACE DE L EGLISE,,,33990,HOURTIN,33203,FRANCE,45.186147,-1.058282,3631
05854A,ILLATS AP,Agence postale communale,05816A,6 LE BOURG,,,33720,ILLATS,33205,FRANCE,44.598494,-0.371446,3631
05855A,IZON BP,Bureau de Poste,,4 AVENUE DU GENERAL DE GAULLE,,,33450,IZON,33207,FRANCE,44.920693,-0.369992,3631
05856A,JAU DIGNAC ET LOIRAC RP,Relais poste,05873A,7 RUE DU PRESBYTERE,,,33590,JAU DIGNAC ET LOIRAC,33208,FRANCE,45.4091,-0.9592,3631
05857A,LA BREDE,Bureau de Poste,,5 RUE LATAPIE,,,33650,LA BREDE,33213,FRANCE,44.681792,-0.527788,3631
05858A,LACANAU MEDOC BP,Bureau de Poste,,1 PLACE DE LA GAITE,,,33680,LACANAU,33214,FRANCE,44.978095,-1.075981,3631
05860A,LAMARQUE BP,Bureau de Poste,,2 RUE PRINCIPALE,,,33460,LAMARQUE,33220,FRANCE,45.095951,-0.715919,3631
05861A,LAMOTHE LANDERRON AP,Agence postale communale,08749A,20 PLACE DES PLATANES,,,33190,LAMOTHE LANDERRON,33221,FRANCE,44.558138,0.059,3631
05863A,LANGOIRAN BP,Bureau de Poste,,11 AVENUE MICHEL PICON,,,33550,LANGOIRAN,33226,FRANCE,44.709186,-0.400422,3631
05863B,CHAUMONT LA VILLE AP,Agence postale communale,09542A,1 RUE PRINCIPALE,,,52150,CHAUMONT LA VILLE,52122,FRANCE,48.145187309,5.6485550933,3631
05864A,LANGON,Bureau de Poste,,7 RUE DE LA POSTE,,,33210,LANGON,33227,FRANCE,44.553435,-0.248209,3631
05864B,PANSEY AP,Agence postale communale,09542A,7 RUE DE MONTREUIL,,,52230,PANSEY,52376,FRANCE,48.47467698021,5.2858519352344,3631
05865A,LANSAC AP,Agence postale communale,05774A,41 ROUTE DE RAVEL,,,33710,LANSAC,33228,FRANCE,45.061394,-0.54191,3631
05865B,FLAGEY AP,Agence postale communale,09508A,2 PLACE DE LA MAIRIE,,,52250,FLAGEY,52200,FRANCE,47.781852743,5.2562912041,3631
05866A,LANTON BP,Bureau de Poste,,8 AVENUE DE LA LIBERATION,,,33138,LANTON,33229,FRANCE,44.701537,-1.03375,3631
05867A,LIBOURNE VIGNOBLE BP,Bureau de Poste,,102 AVENUE DU GENERAL DE GAULLE,,,33500,LIBOURNE,33243,FRANCE,44.902471,-0.220864,3631
05868A,LARUSCADE AP,Agence postale communale,05774A,24 ROUTE DU PONT DE COTET,,,33620,LARUSCADE,33233,FRANCE,45.107925,-0.340844,3631
05869A,LATRESNE BP,Bureau de Poste,,14 RUE DU BOURG,,,33360,LATRESNE,33234,FRANCE,44.7854,-0.491893,3631
05871A,LEOGNAN BP,Bureau de Poste,,2 RUE LOUISE MICHEL,,,33850,LEOGNAN,33238,FRANCE,44.728895,-0.600054,3631
05872A,LERM ET MUSSET RP,Relais poste,05864A,116 AVENUE DU 25 JUIN 1944,LE COMMERCE DE BV,,33840,LERM ET MUSSET,33239,FRANCE,44.32770138,-0.158237551,3631
05873A,LESPARRE MEDOC,Bureau de Poste,,2 PLACE GAMBETTA,,,33340,LESPARRE MEDOC,33240,FRANCE,45.307016,-0.940652,3631
05874A,LES LEVES ET THOUMEYRAGUES AP,Agence postale communale,05815A,AVENUE DU MARECHAL LECLERC,2668,,33220,LES LEVES ET THOUMEYRAGUES,33242,FRANCE,44.789894,0.17563,3631
05875A,LIBOURNE PRINCETEAU,Bureau de Poste,,2 PLACE RENE PRINCETEAU,,,33500,LIBOURNE,33243,FRANCE,44.916893,-0.243587,3631
05876A,LIGNAN DE BORDEAUX AP,Agence postale communale,05830A,43 ROUTE DE L ENTRE 2 MERS,,,33360,LIGNAN DE BORDEAUX,33245,FRANCE,44.7962,-0.427267,3631
05877A,LISTRAC MEDOC BP,Bureau de Poste,,15 AVENUE DE SOULAC,,,33480,LISTRAC MEDOC,33248,FRANCE,45.07439,-0.792809,3631
05878A,LORMONT BOIS FLEURI,Bureau de Poste,,AVENUE DE LA LIBERATION,3,,33310,LORMONT,33249,FRANCE,44.875698,-0.5182,3631
05879A,LUDON MEDOC BP,Bureau de Poste,,3 RUE ANDRE HERTIG,,,33290,LUDON MEDOC,33256,FRANCE,44.9729,-0.611802,3631
05880A,LUGON ET L ILE DU CARNEY AP,Agence postale communale,05951A,PLACE JEAN MOULIN,,,33240,LUGON ET L ILE DU CARNAY,33259,FRANCE,44.957997,-0.340822,3631
05881A,LUGOS AP,Agence postale communale,05848A,2 RUE DE LA MAIRIE,,,33830,LUGOS,33260,FRANCE,44.481952072,-0.882866871,3631
05882A,LUSSAC BP,Bureau de Poste,,AVENUE GAMBETTA,,,33570,LUSSAC,33261,FRANCE,44.949479,-0.09749,3631
05884A,MARANSIN BP,Bureau de Poste,,13 AV DES ANCIENS COMBATTANTS,,,33230,MARANSIN,33264,FRANCE,45.073593265,-0.266723458,3631
05885A,MARCENAIS AP,Agence postale communale,05774A,10 LE BOURG,,,33620,MARCENAIS,33266,FRANCE,45.057995,-0.337275,3631
05886A,MARCILLAC AP,Agence postale communale,05774A,RUE SIMONE VEIL,,MARCILLAC,33860,VAL DE LIVENNE,33380,FRANCE,45.268791,-0.523033,3631
05887A,MARGAUX BP,Bureau de Poste,,10 RUE DE LA TREMOILLE,,,33460,MARGAUX,33268,FRANCE,45.041923,-0.677367,3631
05889A,MARTIGNAS SUR JALLE BP,Bureau de Poste,,1 AVENUE DE VERDUN,,,33127,MARTIGNAS SUR JALLE,33273,FRANCE,44.840699,-0.775839,3631
05890A,MARTILLAC AP,Agence postale communale,06110A,14 AVENUE CHARLES DE GAULLE,MAIRIE DE MARTILLAC,,33650,MARTILLAC,33274,FRANCE,44.712897,-0.548778,3631
05891A,MERIGNAC,Bureau de Poste,,5 AVENUE DE L YSER,,,33700,MERIGNAC,33281,FRANCE,44.841595,-0.649231,3631
05893A,MIOS BP,Bureau de Poste,,15 AVENUE DE LA REPUBLIQUE,,,33380,MIOS,33284,FRANCE,44.60667,-0.940654,3631
05899A,MONTUSSAN AP,Agence postale communale,05740A,10 PLACE PIERRE DE BRACH,,,33450,MONTUSSAN,33293,FRANCE,44.882098,-0.427923,3631
05900A,MORIZES RP,Relais poste,05864A,26 LE BOURG,MULTI SERVICE,,33190,MORIZES,33294,FRANCE,44.611581,-0.091186,3631
05902A,MOULIS EN MEDOC RP,Relais poste,05801A,28 ROUTE DE TIQUETORTE,NICOLAS BRANAS,,33480,MOULIS EN MEDOC,33297,FRANCE,45.059565,-0.770662,3631
05903A,MOULON BP,Bureau de Poste,,18 ROUTE DU STADE,,,33420,MOULON,33298,FRANCE,44.847192,-0.221937,3631
05904A,NAUJAC SUR MER AP,Agence postale communale,05873A,1 PLACE DU 11 NOVEMBRE,,,33990,NAUJAC SUR MER,33300,FRANCE,45.254098,-1.026402,3631
05905A,NAUJAN ET POSTIAC RP,Relais poste,05815A,28 BIS ROUTE DE BORDEAUX,L ATELIER DE NAUJAN,,33420,NAUJAN ET POSTIAC,33301,FRANCE,44.788593,-0.185036,3631
05906A,NERIGEAN AP,Agence postale communale,05875A,25 ROUTE DE LA SOULOIRE,MAIRIE NERIGEAN,,33750,NERIGEAN,33303,FRANCE,44.841542,-0.289326,3631
05907A,SAINT MICHEL DE CASTELNAU AP,Agence postale communale,05864A,111 ROUTE DU CIRON,,,33840,ST MICHEL DE CASTELNAU,33450,FRANCE,44.281996,-0.111547,3631
05908A,LAPOUYADE AP,Agence postale communale,05774A,25 TER  AVENUE DE VERDUN,,,33620,LAPOUYADE,33230,FRANCE,45.084385531,-0.286263627,3631
05909A,CAZAUGITAT AP,Agence postale communale,05815A,LE BOURG,,,33790,CAZAUGITAT,33117,FRANCE,44.713994,0.006237,3631
05910A,NOAILLAN AP,Agence postale communale,05864A,LE BOURG,,,33730,NOAILLAN,33307,FRANCE,44.480497,-0.367398,3631
05911A,BARIE AP,Agence postale communale,05864A,10 LE BOURG,,,33190,BARIE,33027,FRANCE,44.571099,-0.115114,3631
05914A,PAILLET BP,Bureau de Poste,,3 RUE GUIRAUDE,,,33550,PAILLET,33311,FRANCE,44.68479,-0.365399,3631
05915A,PAREMPUYRE BP,Bureau de Poste,,16 RUE MAURICE FILLON,,,33290,PAREMPUYRE,33312,FRANCE,44.948691,-0.604185,3631
05917A,PAUILLAC BP,Bureau de Poste,,PLACE GACHET,,,33250,PAUILLAC,33314,FRANCE,45.200395,-0.748885,3631
05918A,LES PEINTURES AP,Agence postale communale,05815A,13 LIEU DIT LE BOURG,,,33230,LES PEINTURES,33315,FRANCE,45.068557621,-0.096632442,3631
05920A,PERISSAC AP,Agence postale communale,05951A,2 PLACE DE LA POSTE,,,33240,PERISSAC,33317,FRANCE,45.018895,-0.323153,3631
05921A,PESSAC PRINCIPAL,Bureau de Poste,,25 AVENUE ROGER CHAUMET,,,33600,PESSAC,33318,FRANCE,44.802291,-0.633759,3631
05922A,PESSAC SUR DORDOGNE TABAC LPR RP,Relais poste,05815A,1 PLACE DE LA CONCORDE,,,33890,PESSAC SUR DORDOGNE,33319,FRANCE,44.819139,0.077357,3631
05924A,PEUJARD AP,Agence postale communale,05951A,14 PLACE JEAN JAURES,,,33240,PEUJARD,33321,FRANCE,45.041096,-0.434584,3631
05925A,LE PIAN MEDOC BP,Bureau de Poste,,LE BOURG,,,33290,LE PIAN MEDOC,33322,FRANCE,44.953796,-0.668459,3631
05926A,PINEUILH AP,Agence postale communale,05815A,PLACE DU GENERAL DE GAULLE,,,33220,PINEUILH,33324,FRANCE,44.830362,0.228019,3631
05927A,PLASSAC AP,Agence postale communale,05774A,3 PLACE DU REY,,,33390,PLASSAC,33325,FRANCE,45.102191,-0.646047,3631
05928A,PODENSAC BP,Bureau de Poste,,5 PLACE GAMBETTA,,,33720,PODENSAC,33327,FRANCE,44.650925,-0.355547,3631
05930A,POMPIGNAC AP,Agence postale communale,05808A,5 PLACE DE L ENTRE DEUX MERS,,,33370,POMPIGNAC,33330,FRANCE,44.850198,-0.439528,3631
05931A,PONDAURAT AP,Agence postale communale,05864A,603 ROUTE DU PONT DORE,,,33190,PONDAURAT,33331,FRANCE,44.537193,-0.087707,3631
05933A,LE PORGE BP,Bureau de Poste,,AU BOURG,,,33680,LE PORGE,33333,FRANCE,44.872358,-1.09207,3631
05935A,PRECHAC BP,Bureau de Poste,,3 RUE DE LA VICTOIRE,,,33730,PRECHAC,33336,FRANCE,44.397232,-0.354817,3631
05937A,PRIGNAC ET MARCAMPS AP,Agence postale communale,05951A,85 AVENUE DES COTES DE BOURG,,,33710,PRIGNAC ET MARCAMPS,33339,FRANCE,45.033169,-0.493559,3631
05940A,PUJOLS SUR CIRON AP,Agence postale communale,05864A,36 RUE DES PLATANES,,,33210,PUJOLS SUR CIRON,33343,FRANCE,44.562235382,-0.354055894,3631
05941A,PUJOLS AP,Agence postale communale,05815A,1 PLACE DU 14 JUILLET,,,33350,PUJOLS,33344,FRANCE,44.807595,-0.030439,3631
05942A,QUEYRAC RPC RP,Relais poste,05873A,2 RUE DES CHARDONNERETS,,,33340,QUEYRAC,33348,FRANCE,45.3624,-0.9796,3631
05943A,QUINSAC AP,Agence postale communale,05830A,9 RUE GABRIEL MASSIAS,,,33360,QUINSAC,33349,FRANCE,44.754691,-0.487373,3631
05944A,RAUZAN BP,Bureau de Poste,,11 GRANDE RUE,,,33420,RAUZAN,33350,FRANCE,44.779645,-0.125023,3631
05945A,REIGNAC BP,Bureau de Poste,,1 RUE DU GENERAL DE GAULLE,,,33860,REIGNAC,33351,FRANCE,45.233829,-0.507562,3631
05946A,LA REOLE BP,Bureau de Poste,,14 RUE DES FRERES FAUCHER,,,33190,LA REOLE,33352,FRANCE,44.581187486,-0.036980247,3631
05949A,RUCH BURALISTE LPR RP,Relais poste,05815A,796 RUE DU 19 MARS 1962,DIDIER NICOLAS,,33350,RUCH,33361,FRANCE,44.775605,-0.039268,3631
05950A,SADIRAC BP,Bureau de Poste,,8 CHEMIN DE LA POSTE,,,33670,SADIRAC,33363,FRANCE,44.780694,-0.410302,3631
05951A,SAINT ANDRE DE CUBZAC,Bureau de Poste,,2 RUE DE LA FONTAINE,,,33240,ST ANDRE DE CUBZAC,33366,FRANCE,44.994289,-0.441187,3631
05952A,SAINT ANDRE DU BOIS AP,Agence postale communale,05864A,LE BOURG,,,33490,ST ANDRE DU BOIS,33367,FRANCE,44.604997,-0.184231,3631
05953A,SAINT ANDRONY AP,Agence postale communale,05774A,4 ROUTE DES VIGNES,,,33390,ST ANDRONY,33370,FRANCE,45.189592,-0.649021,3631
05954A,SAINT ANTOINE AP,Agence postale communale,05951A,5 PLACE DE L EGLISE,,ST ANTOINE,33240,VAL DE VIRVEE,33018,FRANCE,45.016300145169,-0.423174912133,3631
05955A,SAINT AUBIN DE BLAYE AP,Agence postale communale,05774A,13 PLACE DE LA MAIRIE,MAIRIE DE ST AUBIN DE BLAYE,,33820,ST AUBIN DE BLAYE,33374,FRANCE,45.2679,-0.5604,3631
05956A,SAINT AUBIN DE MEDOC BP,Bureau de Poste,,PLACE DE L EGLISE,,,33160,ST AUBIN DE MEDOC,33376,FRANCE,44.912392,-0.724464,3631
05958A,SAINT CAPRAIS DE BORDEAUX BP,Bureau de Poste,,AU BOURG,,,33880,ST CAPRAIS DE BORDEAUX,33381,FRANCE,44.750408,-0.434491,3631
05960A,SAINT CHRISTOLY DE MEDOC AP,Agence postale communale,05873A,1 PLACE EDOUARD LARDILEY,MAIRIE,,33340,ST CHRISTOLY MEDOC,33383,FRANCE,45.355695,-0.827107,3631
05961A,SAINT CIERS D ABZAC AP,Agence postale communale,05815A,20 RUE FRANCOIS MAURIAC,,,33910,ST CIERS D ABZAC,33387,FRANCE,45.031295,-0.280185,3631
05962A,SAINT CIERS DE CANESSE AP,Agence postale communale,05774A,43 LE BOURG,,,33710,ST CIERS DE CANESSE,33388,FRANCE,45.083995,-0.609468,3631
05963A,SAINT CIERS SUR GIRONDE BP,Bureau de Poste,,1 PLACE DU 8 MAI 1945,,,33820,ST CIERS SUR GIRONDE,33389,FRANCE,45.290793,-0.610624,3631
05964A,SAINTE CROIX DU MONT AP,Agence postale communale,05816A,LE BOURG,,,33410,STE CROIX DU MONT,33392,FRANCE,44.593996,-0.275076,3631
05965A,SAINT DENIS DE PILE BP,Bureau de Poste,,12 ROUTE DE PARIS,,,33910,ST DENIS DE PILE,33393,FRANCE,44.9937,-0.204513,3631
05966A,SAINT EMILION BP,Bureau de Poste,,11 RUE GUADET,,,33330,ST EMILION,33394,FRANCE,44.894736,-0.155355,3631
05967A,SAINT ESTEPHE AP,Agence postale communale,05801A,7 RUE DU COMMERCE,,,33180,ST ESTEPHE,33395,FRANCE,45.264191,-0.772041,3631
05968A,SAINTE EULALIE LPA AP,Agence postale communale,05878A,14 PLACE DE LA VICTOIRE,,,33560,STE EULALIE,33397,FRANCE,44.907995,-0.472065,3631
05969A,SAINT FERME AP,Agence postale communale,05864A,AU BOURG,,,33580,ST FERME,33400,FRANCE,44.693794,0.057825,3631
05970A,SAINTE FOY LA GRANDE BP,Bureau de Poste,,11 BIS RUE DES FRERES RECLUS,,,33220,STE FOY LA GRANDE,33402,FRANCE,44.842301824816,0.2153025323804,3631
05972A,SAINT GERMAIN DU PUCH BP,Bureau de Poste,,80 RUE DU BOURG,,,33750,ST GERMAIN DU PUCH,33413,FRANCE,44.856201,-0.322849,3631
05974A,SAINT GIRONS D AIGUEVIVES AP,Agence postale communale,05774A,6 ROUTE DE LA MAIRIE,,,33920,ST GIRONS D AIGUEVIVES,33416,FRANCE,45.140299,-0.541963,3631
05975A,SAINTE HELENE AP,Agence postale communale,05801A,1 PLACE DU 11 NOVEMBRE,HOTEL DE VILLE,,33480,STE HELENE,33417,FRANCE,44.965117,-0.885472,3631
05976A,SAINT JEAN DE BLAIGNAC AP,Agence postale communale,05815A,10 RUE DE LA POSTE,,,33420,ST JEAN DE BLAIGNAC,33421,FRANCE,44.812493,-0.138985,3631
05977A,SAINT JEAN D ILLAC BP,Bureau de Poste,,330 AVENUE DU LAS,,,33127,ST JEAN D ILLAC,33422,FRANCE,44.809966,-0.783553,3631
05978A,SAINT JULIEN BEYCHEVELLE AP,Agence postale communale,05801A,PLACE DE L HOTEL DE VILLE,,,33250,ST JULIEN BEYCHEVELLE,33423,FRANCE,45.165405806,-0.741012981,3631
05979A,SAINT LAURENT MEDOC BP,Bureau de Poste,,1 BIS RUE SAINT EXUPERY,,,33112,ST LAURENT MEDOC,33424,FRANCE,45.145914,-0.821783,3631
